ID задачи;Название;Область;Число навыков;Навыки;Длительность от, мин;Длительность до, мин
T0610;Обновление: исполнительная схема;Документация и сдача;2;Документирование, Пусконаладка;40;80
T0611;Сдача: исполнительная схема;Документация и сдача;1;Документирование;20;45
T0612;Фотофиксация: исполнительная схема;Документация и сдача;1;Документирование;20;45
T0613;Оформление: паспорт линии;Документация и сдача;2;Документирование, Согласование с заказчиком;40;80
T0614;Обновление: паспорт линии;Документация и сдача;1;Документирование;20;45
T0615;Сдача: паспорт линии;Документация и сдача;1;Документирование;20;45
T0616;Фотофиксация: паспорт линии;Документация и сдача;2;Документирование, Согласование с заказчиком;40;80
T0617;Оформление: схема кросса;Документация и сдача;1;Документирование;20;45
T0618;Обновление: схема кросса;Документация и сдача;2;Документирование, Пусконаладка;40;80
T0619;Сдача: схема кросса;Документация и сдача;2;Документирование, Согласование с заказчиком;40;80
T0620;Фотофиксация: схема кросса;Документация и сдача;1;Документирование;20;45
T0621;Установка дымовых извещателей;Пожарная сигнализация;2;Пожарная сигнализация, Монтаж;40;80
T0622;Настройка прибора сигнализации;Пожарная сигнализация;2;Пожарная сигнализация, Пусконаладка;40;80
T0623;Прокладка шлейфа пожарной сигнализации;Пожарная сигнализация;2;Пожарная сигнализация, Слаботочные системы;40;80
T0624;Монтаж: дымовой извещатель;Пожарная сигнализация;1;Пожарная сигнализация;20;45
T0625;Проверка: дымовой извещатель;Пожарная сигнализация;2;Пожарная сигнализация, Диагностика;40;80
T0626;Замена: дымовой извещатель;Пожарная сигнализация;3;Пожарная сигнализация, Монтаж, Документирование;70;120
T0627;Адресация: дымовой извещатель;Пожарная сигнализация;1;Пожарная сигнализация;20;45
T0628;Прокладка: дымовой извещатель;Пожарная сигнализация;2;Пожарная сигнализация, Монтаж;40;80
T0629;Монтаж: прибор сигнализации;Пожарная сигнализация;3;Пожарная сигнализация, Монтаж, Документирование;70;120
T0630;Проверка: прибор сигнализации;Пожарная сигнализация;1;Пожарная сигнализация;20;45
T0631;Замена: прибор сигнализации;Пожарная сигнализация;2;Пожарная сигнализация, Монтаж;40;80
T0632;Адресация: прибор сигнализации;Пожарная сигнализация;3;Пожарная сигнализация, Пусконаладка, Документирование;70;120
T0633;Прокладка: прибор сигнализации;Пожарная сигнализация;1;Пожарная сигнализация;20;45
T0634;Монтаж: табло «Выход»;Пожарная сигнализация;2;Пожарная сигнализация, Монтаж;40;80
T0635;Проверка: табло «Выход»;Пожарная сигнализация;3;Пожарная сигнализация, Диагностика, Документирование;70;120
T0636;Замена: табло «Выход»;Пожарная сигнализация;1;Пожарная сигнализация;20;45
T0637;Адресация: табло «Выход»;Пожарная сигнализация;2;Пожарная сигнализация, Пусконаладка;40;80
T0638;Прокладка: табло «Выход»;Пожарная сигнализация;3;Пожарная сигнализация, Монтаж, Документирование;70;120
T0639;Монтаж: оповещатель;Пожарная сигнализация;1;Пожарная сигнализация;20;45
T0640;Проверка: оповещатель;Пожарная сигнализация;2;Пожарная сигнализация, Диагностика;40;80
T0641;Замена: оповещатель;Пожарная сигнализация;3;Пожарная сигнализация, Монтаж, Документирование;70;120
T0642;Адресация: оповещатель;Пожарная сигнализация;1;Пожарная сигнализация;20;45
T0643;Прокладка: оповещатель;Пожарная сигнализация;2;Пожарная сигнализация, Монтаж;40;80
T0644;Монтаж: шлейф сигнализации;Пожарная сигнализация;3;Пожарная сигнализация, Монтаж, Документирование;70;120
T0645;Проверка: шлейф сигнализации;Пожарная сигнализация;1;Пожарная сигнализация;20;45
T0646;Замена: шлейф сигнализации;Пожарная сигнализация;2;Пожарная сигнализация, Монтаж;40;80
T0647;Адресация: шлейф сигнализации;Пожарная сигнализация;3;Пожарная сигнализация, Пусконаладка, Документирование;70;120
T0648;Прокладка: шлейф сигнализации;Пожарная сигнализация;1;Пожарная сигнализация;20;45
T0649;Монтаж аварийного освещения;Слаботочные системы;2;Слаботочные системы, Электромонтаж;40;80
T0650;Прокладка слаботочного кабеля;Слаботочные системы;2;Слаботочные системы, Монтаж;40;80
T0651;Монтаж: аварийный светильник;Слаботочные системы;1;Слаботочные системы;20;45
T0652;Подключение: аварийный светильник;Слаботочные системы;2;Слаботочные системы, Монтаж;40;80
T0653;Замена: аварийный светильник;Слаботочные системы;3;Слаботочные системы, Монтаж, Документирование;70;120
T0654;Прокладка: аварийный светильник;Слаботочные системы;1;Слаботочные системы;20;45
T0655;Настройка: аварийный светильник;Слаботочные системы;2;Слаботочные системы, Пусконаладка;40;80
T0656;Монтаж: блок питания 12 В;Слаботочные системы;3;Слаботочные системы, Монтаж, Электробезопасность;70;120
T0657;Подключение: блок питания 12 В;Слаботочные системы;1;Слаботочные системы;20;45
T0658;Замена: блок питания 12 В;Слаботочные системы;2;Слаботочные системы, Монтаж;40;80
T0659;Прокладка: блок питания 12 В;Слаботочные системы;3;Слаботочные системы, Монтаж, Электробезопасность;70;120
T0660;Настройка: блок питания 12 В;Слаботочные системы;1;Слаботочные системы;20;45
T0661;Монтаж: слаботочный кабель;Слаботочные системы;2;Слаботочные системы, Монтаж;40;80
T0662;Подключение: слаботочный кабель;Слаботочные системы;3;Слаботочные системы, Монтаж, Документирование;70;120
T0663;Замена: слаботочный кабель;Слаботочные системы;1;Слаботочные системы;20;45
T0664;Прокладка: слаботочный кабель;Слаботочные системы;2;Слаботочные системы, Монтаж;40;80
T0665;Настройка: слаботочный кабель;Слаботочные системы;3;Слаботочные системы, Пусконаладка, Документирование;70;120
T0666;Монтаж: геркон двери;Слаботочные системы;1;Слаботочные системы;20;45
T0667;Подключение: геркон двери;Слаботочные системы;2;Слаботочные системы, Монтаж;40;80
T0668;Замена: геркон двери;Слаботочные системы;3;Слаботочные системы, Монтаж, Документирование;70;120
T0669;Прокладка: геркон двери;Слаботочные системы;1;Слаботочные системы;20;45
T0670;Настройка: геркон двери;Слаботочные системы;2;Слаботочные системы, Пусконаладка;40;80
T0671;Монтаж: блок реле;Слаботочные системы;3;Слаботочные системы, Монтаж, Документирование;70;120
T0672;Подключение: блок реле;Слаботочные системы;1;Слаботочные системы;20;45
T0673;Замена: блок реле;Слаботочные системы;2;Слаботочные системы, Монтаж;40;80
T0674;Прокладка: блок реле;Слаботочные системы;3;Слаботочные системы, Монтаж, Документирование;70;120
T0675;Настройка: блок реле;Слаботочные системы;1;Слаботочные системы;20;45
